Post_ID,Post_Date,Platform,Content_Type,Campaign_Name,Country,City,Latitude,Longitude,Audience_Age_Group,Sentiment,Followers,Impressions,Likes,Shares,Comments,Clicks,Engagement_Rate_Percent
POST-0648,2025-08-06,YT,Text Post,Product Launch,ghana,Accra,5.4296,-0.0239,35-44,Positive,581141,312008,14596,2597,345,5265,5.62
POST-0661,25/10/2025,youtube,REEL,Brand Awareness ,canada,Toronto,43.7196,-79.5802,25-34,Negative,670344,342981,53175,8567,5281,5823,19.54
POST-0470,04/03/2025,LINKEDIN,Reel,Seasonal Promo,ghana,Accra,,-0.0151,55+,Positive,278171,234550,15510,2847,1421,7673,8.43
POST-0117,06/03/2025,youtube,Image ,Influencer,south africa,Cape Town,-33.8204,18.6604,45-54,Positive,559722,185896,29353,2235,3152,5743,18.69
POST-0817,2025-05-02,Instagram ,Text Post ,Influencer,FR,Paris,48.6856,2.5156,45-54,Negative,587626,149310,29279,3020,2652,10097,23.41
POST-0294,02/10/2025,facebook,Photo,Seasonal Promo,,Sydney,-33.6309,151.4696,45-54,Neutral,338450,181521,26202,3108,3871,12112,18.28
POST-0632,21-Nov-2025,youtube,image,Community,GH,Accra,5.3226,-0.3852,25-34,Positive,541399,143208,12911,1656,476,,10.5
POST-0009,05-Jan-2025, Facebook,Photo,Promo,Nigeria,Lagos,6.7878,3.1598,55+,Positive,268491,58180,3355,458,304,1813,7.08
POST-0443,07/16/2025,twitter,image,Product Launch,Ghana,Accra,5.8586,-0.1909,35-44,Negative,282713,151416,7836,1658,370,,6.51
POST-0444,10/08/2025,twitter,short,Education,SA,Cape Town,-34.0447,18.642,25-34,Positive,313513,193697,24625,2432,1028,11378,14.5
POST-0480,08/05/2025,facebook,reel,influencer campaign,GH,Accra,5.8801,,55+,Neutral,282199,136956,13024,762,299,3864,10.28
POST-0267,2025-04-17,Instagram ,SHORT,Influencer,,Lagos,6.4048,3.6469,55+,Neutral,628453,131863,17435,2438,2302,1933,16.82
POST-0785,2025-05-18,instagram,Video ,Influencer,Germany,Berlin,52.5091,13.2721,25-34,Positive,551135,336724,43744,8322,2361,16870,16.16
POST-0749,2025-12-26,instagram,Text Post,seasonal promotion,Australia,Sydney,-33.9691,151.4967,35-44,Negative,489902,243810,13914,1531,2189,8942,7.23
POST-0529,04/28/2025,FB,live stream,Brand Awareness ,ghana,Accra,5.897,-0.3197,35-44,Neutral,330091,243895,,996,341,17336,3.23
POST-0275,24-Jul-2025,Linked In,SHORT,Community Engagement,germany,Berlin,52.68,13.6235,45-54,Positive,313785,,30336,1902,2068,2297,84.12
POST-0209,25/11/2025,IG,Text,Seasonal Promotion,U.K.,London,51.6869,-0.3084,45-54,Negative,383622,133890,3791,425,409,1495,3.45
POST-0812,18-Sep-2025,twitter,text post,Product Launch ,South Africa,Cape Town,-33.8913,18.1296,35-44,Negative,455621,381469,17650,1916,1404,29849,5.5
POST-0296,12-Aug-2025,Tik Tok,Text,product launch,SA,Cape Town,-34.1651,18.3906,35-44,Neutral,1177110,686135,20181,3203,2325,39560,
POST-0615,14/03/2025,Instagram ,Text Post,community engagement,Australia,Sydney,-33.7131,151.0852,25-34,Neutral,731083,236804,11424,2246,1363,8421,6.35
POST-0751,25/08/2025,,SHORT,Customer Education,United States,New York,40.7339,-73.9674,18-24,Negative,415768,146000,30833,5734,1574,7715,26.12
POST-0773,13/02/2025,LinkedIn,Live,community engagement,Canada,Toronto,43.5871,-79.2138,45-54,Positive,194898,35418,17350,1857,2570,278,61.49
POST-0609,01/01/2025,Facebook,,Community,south africa,Cape Town,-33.9277,18.2802,55+,Negative,289388,63102,10049,1282,494,4372,18.74
POST-0497,08/05/2025,FB,REEL,Education,GH,Accra,5.8307,-0.4434,18-24,Neutral,372068,79657,33708,5071,1513,6121,50.58
POST-0214,07-May-2025,Instagram ,SHORT,Product Launch ,,Lagos,6.8063,3.4729,55+,Positive,629889,388867,52691,10523,1245,21795,16.58
POST-0682,2025-10-13,twitter,carousel,Influencer Campaign,Nigeria,Lagos,,3.3236,45-54,Positive,251752,101753,14482,894,1400,5310,16.49
POST-0650,2025-07-03,TikTok ,REEL,Promo, Nigeria ,Lagos,,3.5523,45-54,Neutral,643923,213512,17411,2160,1671,8006,9.95
POST-0231,02/01/2025,Tik Tok,REEL,Seasonal Promotion,India,Mumbai,19.2452,72.9002,45-54,Positive,525425,402945,33645,3813,1773,10148,9.74
POST-0450,11/11/2025,Tik Tok,Video,community engagement,Germany,Berlin,52.493,13.5365,45-54,Positive,803696,665114,34079,2004,4362,13387,6.08
POST-0545,28/05/2025,Facebook,Image,Brand Awareness,france,Paris,49.0849,2.4222,35-44,Positive,497954,60846,2945,483,297,1893,6.12
POST-0486,10/07/2025,TikTok ,Live,Product Launch ,Australia,Sydney,-34.0269,151.0322,45-54,Negative,598236,461073,24825,1843,2051,21158,6.23
POST-0809,22/11/2025,YouTube,Video,Community,South Africa,Cape Town,-33.846,18.422,18-24,Positive,716030,304101,65163,4055,6188,13003,24.8
POST-0734,02/05/2025,Tik Tok,Text Post,Product Launch ,South Africa,Cape Town,-33.906,18.5293,35-44,Positive,660800,185397,21081,2937,834,1211,13.4
POST-0631,06/18/2025,LINKEDIN,VID,community engagement,South Africa,Cape Town,,18.1876,18-24,Negative,288137,105607,4347,923,294,1840,5.27
POST-0873,01/04/2025, Insta,reel,Seasonal Promotion,FR,Paris,48.973,2.3209,35-44,Neutral,420910,237179,26635,2163,1723,3292,12.87
POST-0910,2025-08-01,Instagram,Reel,Community, CANADA,Toronto,43.4986,-79.2519,18-24,Neutral,592158,371654,52174,11126,4220,11136,18.17
POST-0636,04/30/2025,LinkedIn,Text Post ,Customer Education,US,New York,40.6665,-74.0285,45-54,Positive,329849,126815,13374,1733,451,2106,12.27
POST-0317,26-Aug-2025,,Live,Seasonal Promo,nigeria,Lagos,6.4337,3.5029,25-34,Neutral,685747,372904,22506,1386,1677,2817,6.86
POST-0886,06/29/2025,Tik Tok,LIVE STREAM,community engagement,Canada,Toronto,43.631,-79.2607,18-24,Positive,677064,232521,51213,10848,7124,18515,29.75
POST-0488,2025-08-19,twitter,Text Post,,ghana,Accra,5.6281,-0.4364,35-44,Neutral,303914,177715,8289,1380,797,6257,5.89
POST-0920,2025-05-27,LinkedIn,Text Post,Education,Germany,Berlin,52.7442,13.4712,35-44,Neutral,278324,173525,8491,1293,1289,2572,6.38
POST-0898,22-Mar-2025,tiktok,REEL,Community Engagement,Ghana,Accra,5.493,-0.1147,55+,Neutral,617020,456948,60959,9125,2179,9972,15.81
POST-0301,2025-04-22,Instagram ,Reel,Launch, Nigeria ,Lagos,6.2861,3.5551,25-34,Negative,504651,237968,46604,9748,2677,18202,24.81
POST-0017,07/19/2025,Tik Tok,Photo,Seasonal Promo,U.K.,London,51.6584,0.0716,18-24,Negative,547240,457452,32458,6208,4827,20612,9.51
POST-0845,10-Jul-2025,YT,carousel,Product Launch,Ghana,Accra,5.3611,-0.4604,55+,Neutral,725329,92580,37223,4154,4429,802,49.48
POST-0943,04/06/2025,linkedin,,Product Launch ,USA,New York,40.8225,-73.9266,25-34,Negative,220215,158978,1095,203,131,9538,0.9
POST-0908,06/21/2025,TIKTOK,reel,Community Engagement,U.K.,London,51.4392,-0.2508,18-24,Neutral,668715,332645,28232,5328,3816,23726,11.24
POST-0733,2025-12-24,FB,Text,Influencer,India,Mumbai,19.0474,72.7417,45-54,Neutral,282109,157981,8837,1525,1208,5883,
POST-0827,2025-01-04,instagram,Photo,brand awareness,Ghana,Accra,5.4213,-0.0264,18-24,Neutral,544085,317601,21821,4240,940,24826,8.5
POST-0040,2025-07-25,Facebook,Text Post,Product Launch ,GH,Accra,5.3489,0.0838,55+,Negative,359613,130589,8106,776,547,2299,7.22
POST-0357,2025-12-01,twitter,Text Post ,brand awareness,India,Mumbai,19.1829,,45-54,Negative,341495,116564,3048,227,172,5076,2.96
POST-0258,2025-09-15,TIKTOK,image,Product Launch ,USA,New York,40.6995,-73.9023,18-24,Negative,699122,113996,27125,5061,1247,2132,29.33
POST-0894,07/03/2025,TIKTOK,REEL,brand awareness,America,New York,40.9974,-74.1467,35-44,Neutral,498471,348089,19383,2475,1180,10348,6.62
POST-0955,2025-09-05,Linked In,Video ,community engagement,nigeria,Lagos,6.3489,3.1635,35-44,Positive,143203,91107,10179,677,1415,5588,
POST-0106,06/01/2025,twitter,live stream,Community Engagement,australia,Sydney,-34.1102,150.9861,25-34,Negative,362352,197701,33072,3731,4072,15738,20.68
POST-0666,2025-01-04,Twitter,Live,Education,AUS,Sydney,-33.898,151.4031,55+,Neutral,346744,,7974,1375,489,11363,4.7
POST-0518,25-Oct-2025,TIKTOK,LIVE STREAM,,Australia,Sydney,-33.9372,151.0052,25-34,Negative,592136,471426,13788,2139,1983,27178,3.8
POST-0426,21-Aug-2025,Facebook,video,Community, Nigeria ,Lagos,6.7052,3.4006,18-24,Negative,420698,,36032,3006,5684,1723,73.28
POST-0867,04-Jul-2025,LinkedIn,CAROUSEL,Seasonal Promotion,south africa,Cape Town,-33.8281,18.4075,35-44,Positive,,140172,22034,4080,3225,3811,20.93
POST-0155,03/19/2025, Facebook,Short,influencer campaign,canada,Toronto,43.7663,-79.144,25-34,Negative,452195,256434,7857,854,1213,13312,3.87
POST-0693,08-Aug-2025,LINKEDIN,Text Post,community engagement,south africa,Cape Town,-34.0111,18.3153,35-44,Neutral,169193,50123,7121,531,818,264,16.9
POST-0065,03/13/2025,X,Text Post ,product launch,U.K.,London,51.7722,-0.0248,45-54,Neutral,316600,227134,9920,1427,1271,5171,5.56
POST-0856,03-Mar-2025,Twitter,Carousel ,Product Launch,france,Paris,48.8572,2.2673,45-54,Positive,225266,170527,3731,721,425,,2.86
POST-0105,08/24/2025,FB,Live,Seasonal Promo,DE,Berlin,52.3993,13.195,55+,Neutral,364726,45723,20081,3057,2044,3655,55.08
POST-0936,08/30/2025,linkedin,live stream,seasonal promotion,South Africa,Cape Town,-33.7234,18.6433,55+,Negative,174064,91383,15112,2395,1516,4977,20.82
POST-0235,13/05/2025,Twitter,video,Community Engagement,America,New York,40.7101,-73.9956,18-24,Neutral,,321957,13922,2681,323,17974,5.26
POST-0851,17-Dec-2025,Twitter,SHORT,Education,,Paris,48.5794,2.635,45-54,Neutral,373014,112617,22800,4746,3593,5589,27.65
POST-0560,09-Oct-2025,LINKEDIN,image,Brand Awareness,DE,Berlin,52.7989,13.6268,55+,Neutral,304715,71359,3634,755,215,2298,6.45
POST-0924,2025-04-07,Instagram ,Text Post ,customer education,United States,New York,41.0078,-73.7217,18-24,Neutral,278736,153518,12109,719,1218,6675,9.15
POST-0601,2025-09-20,facebook,carousel,Seasonal Promotion, Nigeria ,Lagos,6.3816,3.6228,55+,Positive,267604,49229,5622,507,412,2015,13.29
POST-0929,16/10/2025,linkedin,REEL,seasonal promotion,france,Paris,48.7563,2.5864,18-24,Positive,244930,75045,2382,205,126,2424,3.62
POST-0571,12-Mar-2025,You Tube,Video,Community,germany,Berlin,52.587,13.3142,25-34,Neutral,668806,167769,53468,7851,6451,5239,40.39
POST-0895,17/02/2025,YouTube,Short,brand awareness,Ghana,Accra,5.8658,-0.2644,55+,Neutral,388742,170831,37276,7145,2441,6045,27.43
POST-0834,08/22/2025,,Text Post,Influencer,South Africa,Cape Town,-33.9369,18.3269,35-44,Positive,473616,348307,19840,2630,790,17506,6.68
POST-0355,2025-03-18,FB,video,Seasonal Promo,nigeria,Lagos,6.4003,3.3294,18-24,Negative,243771,158736,16811,1270,2249,6210,12.81
POST-0884,05-Mar-2025,Instagram ,Video ,community engagement,,Toronto,43.7647,-79.5108,18-24,Positive,,550575,71781,,7587,22212,16.78
POST-0167,2025-07-16,instagram,Video ,Community Engagement,Nigeria,Lagos,6.4978,3.4899,25-34,Positive,667555,416414,54066,10836,5845,16006,16.99
POST-0162,12/19/2025,Twitter,Reel,Brand Awareness,Australia,Sydney,-33.7263,151.0337,18-24,Neutral,450984,243465,25884,4985,1458,12597,13.28
POST-0607,2025-11-13, Facebook,Reel,Launch,Canada,Toronto,43.5811,-79.5355,25-34,Negative,315225,231480,22398,4828,3510,8626,13.28
POST-0332,29-Jul-2025,Facebook,Live Stream,Awareness,australia,Sydney,-33.6019,150.9674,55+,Negative,293082,184959,22183,2627,2796,,14.93
POST-0330,18/06/2025,x ,CAROUSEL,Launch,Canada,Toronto,43.9086,-79.5362,25-34,Negative,332003,116139,23710,5120,1240,9050,25.89
POST-0389,06/07/2025,twitter,Live,customer education,DE,Berlin,52.7126,13.2394,45-54,Negative,269923,226726,25931,1664,3640,5331,13.78
POST-0862,25/05/2025, Facebook,Video ,Product Launch,canada,Toronto,43.6012,-79.4507,25-34,Neutral,337645,47889,21017,3762,595,524,52.99
POST-0192,2025-10-15,Facebook,CAROUSEL,customer education,AUS,Sydney,-33.7151,150.9624,45-54,Positive,447215,189348,10417,2081,1289,7230,7.28
POST-0225,09/19/2025,Twitter,REEL,Customer Education,Nigeria,Lagos,6.4963,3.669,55+,Negative,174967,96674,4610,207,606,2233,5.61
POST-0433,28-Nov-2025,twitter,live stream,Launch,America,New York,40.5323,-74.2754,55+,Positive,247128,91244,18157,3773,1530,2199,25.71
POST-0634,01/24/2025,Instagram,Text Post,product launch,germany,Berlin,52.7349,13.1331,45-54,Neutral,409864,259466,19170,1306,2660,14818,150
POST-0852,12/28/2025,IG,carousel,Seasonal Promo,canada,Toronto,43.9268,,35-44,Positive,466918,369979,14821,2349,405,6734,4.75
POST-0352,26-Mar-2025,IG,Short,customer education,france,Paris,48.9577,2.551,18-24,Neutral,682889,232138,5186,345,744,2560,2.7
POST-0712,05/19/2025,instagram,Live,Customer Education,canada,Toronto,43.7014,-79.5644,55+,Neutral,488829,230341,45462,3911,,4271,23.35
POST-0939,09/12/2025,LINKEDIN,Text Post,Promo,france,Paris,49.0075,2.6157,18-24,Negative,312941,207751,1034,43,119,1188,0.58
POST-0973,17-Apr-2025,facebook,video,seasonal promotion,Nigeria,Lagos,6.8004,3.4706,45-54,Positive,396568,181107,16785,2171,1484,7964,11.29
POST-0126,20/07/2025,LINKEDIN,REEL,seasonal promotion,Germany,Berlin,52.6616,13.3951,45-54,Positive,271187,59046,30204,4413,,2514,65.79
POST-0407,2025-07-11,instagram,Short,Product Launch,United States,New York,40.5241,-73.875,25-34,Positive,690250,89605,65659,12833,1401,5871,89.16
POST-0005,30/01/2025, Facebook,Video,customer education, CANADA,Toronto,43.5773,-79.1434,18-24,Neutral,502750,339476,8040,1024,238,21196,2.74
POST-0598,02/05/2025,Tik Tok,image,Brand Awareness,australia,Sydney,-34.108,150.9787,55+,Positive,701379,479639,36821,4543,1546,21682,8.95
POST-0221,2025-12-20,twitter,short,product launch,INDIA,Mumbai,18.912,72.9149,35-44,Positive,,118782,8394,1250,286,9447,8.36
POST-0262,12/08/2025,LinkedIn,Live,Seasonal Promo,south africa,Cape Town,-33.7464,18.6845,55+,Positive,136994,25353,3727,226,120,1534,150
POST-0957,11-Oct-2025, Facebook,Live Stream,Product Launch,nigeria,Lagos,6.2601,3.552,35-44,Negative,469939,101593,26817,5413,3041,5599,34.72
POST-0821,06/11/2025,Facebook,Photo,,INDIA,Mumbai,19.1437,72.9669,35-44,Positive,280634,140207,10441,935,1000,7777,8.83
POST-0651,11/23/2025,TikTok ,Short,customer education,Canada,Toronto,43.7409,-79.6288,25-34,Neutral,694214,176333,50941,3585,2152,5515,32.14
POST-0906,12-Nov-2025, Insta,Carousel,Education,India,Mumbai,18.9311,73.0366,55+,Positive,609755,345706,29321,1588,1706,15094,9.43
POST-0668,07/03/2025,LINKEDIN,Carousel ,seasonal promotion,Canada,Toronto,43.7161,-79.451,55+,Positive,123926,69541,5056,549,672,3607,9.03
POST-0297,11-Apr-2025,tiktok,short,,Nigeria,Lagos,6.2337,3.1712,55+,Neutral,854828,504987,82744,10219,12173,32242,20.82
POST-0806,03/10/2025, Insta,Text,Influencer Campaign,Canada,Toronto,43.5403,-79.589,55+,Neutral,828422,421435,40754,2342,2072,32279,10.72
POST-0066,04/26/2025,TIKTOK,text post,influencer campaign, CANADA,Toronto,43.715,-79.159,55+,Positive,1087946,176318,49017,3234,4157,6338,31.99
POST-0410,07/10/2025, Facebook,Carousel ,customer education,germany,Berlin,52.8139,,25-34,Positive,242842,101776,5905,417,689,7225,6.89
POST-0971,03/11/2025, Facebook,Image ,Education,Canada,Toronto,43.9523,-79.3706,55+,Positive,354228,300654,9724,1752,1070,11219,4.17
POST-0293,2025-06-13, Facebook,video,seasonal promotion,Canada,Toronto,43.755,-79.5275,45-54,Neutral,500511,417601,6782,1258,885,8772,2.14
POST-0119,11/21/2025,Instagram,Live,Product Launch ,Canada,Toronto,43.3772,-79.126,55+,Negative,555549,185969,34898,6271,5409,3404,25.05
POST-0854,2025-07-24,instagram,Photo,Awareness,NIGERIA,Lagos,6.7922,3.3152,25-34,Neutral,628831,451351,9063,1702,595,18758,2.52
POST-0840,2025-12-05,instagram,REEL,seasonal promotion,America,New York,40.7524,-73.7214,18-24,Neutral,511281,124029,28145,6023,3136,2496,30.08
POST-0763,04/05/2025,YouTube,VID,Brand Awareness,GH,Accra,5.3254,-0.3219,45-54,Negative,,475669,16082,3387,1585,14849,4.43
POST-0552,23/10/2025,TikTok ,Live Stream,Brand Awareness ,germany,Berlin,52.6507,13.1299,18-24,Neutral,513124,336811,36933,5952,4542,4906,14.08
POST-0836,10/30/2025,Facebook,Text,Influencer Campaign,SA,Cape Town,-33.9519,18.5051,45-54,Positive,455736,93048,6120,738,601,,8.02
POST-0813,2025-09-18,YouTube,SHORT,Influencer Campaign,canada,Toronto,43.6175,-79.3467,45-54,Neutral,671894,368473,59540,5128,9482,29210,20.12
POST-0302,2025-06-13,You Tube,Text Post ,Influencer,india,Mumbai,19.0336,72.6892,35-44,Neutral,751160,295199,24679,2894,2453,15483,10.17
POST-0341,19-Dec-2025,YT,Live,,Germany,Berlin,52.3197,13.3676,45-54,Neutral,738732,358185,19107,2698,1689,27566,6.56
POST-0611,03-Feb-2025,instagram,carousel,Influencer,SA,Cape Town,-33.7009,18.7057,25-34,Neutral,592708,387973,35136,3676,,,
POST-0303,18/06/2025,TIKTOK,Video,Education, united kingdom,London,51.5064,0.1666,25-34,Negative,395677,221308,40109,5659,2967,9858,22.02
POST-0953,10-Oct-2025,instagram,LIVE STREAM,community engagement,DE,Berlin,52.2202,13.6226,45-54,Positive,496336,75652,35763,5540,5236,4848,61.52
POST-0081,05/29/2025,LINKEDIN,REEL,Launch,INDIA,Mumbai,19.0245,72.8489,18-24,Neutral,283174,189038,31826,5942,1240,6780,20.64
POST-0756,11/09/2025,Twitter,Short,brand awareness,nigeria,Lagos,6.2369,3.3139,45-54,Positive,255718,176045,25429,2883,1807,2754,17.11
POST-0096,06/04/2025,IG,LIVE STREAM,Influencer Campaign,DE,Berlin,52.2211,13.5262,55+,Positive,515703,359983,9820,671,1500,27736,3.33
POST-0725,02/10/2025,,Text Post,Product Launch ,United Kingdom,London,51.3808,-0.3561,35-44,Neutral,307927,,11537,640,1031,1251,15.98
POST-0540,12/24/2025,Facebook,REEL,Education,Germany,Berlin,52.8064,13.2263,25-34,Negative,412167,206491,14071,2198,1852,7431,8.78
POST-0259,11/05/2025,LinkedIn,video,Influencer Campaign,France,Paris,48.572,2.1259,25-34,Neutral,276696,213003,11728,1375,843,17031,6.55
POST-0590,28-Sep-2025,TIKTOK,Image ,Community,NIGERIA,Lagos,6.3728,3.1242,45-54,Positive,859274,542400,25264,5275,3109,19230,6.2
POST-0417,01/10/2025,tiktok,reel,customer education,FR,Paris,48.7812,2.2853,35-44,Neutral,439850,242119,39054,,1000,5002,18.78
POST-0080,22-Apr-2025,LINKEDIN,Reel,community engagement,South Africa,Cape Town,-33.8552,18.595,55+,Neutral,118679,40033,2332,441,291,3200,7.65
POST-0521,03/06/2025,YouTube,Text Post ,Community Engagement,south africa,Cape Town,-33.6566,18.4516,25-34,Negative,474267,371120,14179,673,1357,1934,4.37
POST-0282,27/09/2025,,text post,Seasonal Promo,NIGERIA,Lagos,6.736,3.1302,45-54,Positive,587174,232432,22711,4211,2372,1523,12.6
POST-0398,2025-04-14,LINKEDIN,CAROUSEL,Brand Awareness,FR,Paris,49.0167,2.1656,55+,Positive,224258,189892,11497,1490,434,7628,7.07
POST-0142,30-Jul-2025,linkedin,Short,influencer campaign,Canada,Toronto,43.4352,-79.617,55+,Neutral,162660,65795,8443,585,1040,2196,15.3
POST-0346,27/09/2025,facebook,Live Stream,Product Launch ,germany,Berlin,52.8183,13.4843,55+,Positive,285145,110999,1932,185,64,2667,1.96
POST-0307,2025-09-16,LINKEDIN,short,community engagement,United States,New York,40.6985,-73.9875,55+,Positive,253158,125269,12255,2641,1734,7954,13.28
POST-0662,2025-12-21,Twitter,video,customer education,GH,Accra,5.7492,-0.3202,25-34,Negative,211042,176057,3980,416,394,6817,2.72
POST-0653,14/02/2025,linkedin,image,customer education,NIGERIA,Lagos,6.2306,3.4227,35-44,Neutral,215620,48472,1834,391,275,2008,5.16
POST-0088,2025-04-27,facebook,Carousel,Influencer,NIGERIA,Lagos,6.296,3.4832,55+,Positive,443620,206011,4051,791,219,6947,2.46
POST-0354,2025-12-16,YouTube,Carousel ,product launch,FR,Paris,48.6262,2.5365,45-54,Negative,535092,103821,23467,,2723,7234,26.47
POST-0710,10/03/2025,youtube,carousel,brand awareness,America,New York,40.485,-74.1297,35-44,Positive,874539,679289,24193,3529,618,14031,4.17
POST-0531,19/08/2025,FB,text post,Seasonal Promotion,INDIA,Mumbai,19.1717,72.8777,55+,Positive,348482,179303,14897,2906,2355,13853,11.24
POST-0170,04/16/2025,Twitter,Text,Seasonal Promo,,Toronto,43.6892,-79.096,18-24,Positive,398837,315283,7124,1303,820,23725,2.93
POST-0935,07-Jan-2025,YouTube,Live Stream,Brand Awareness,AUS,Sydney,-33.6342,151.418,35-44,Positive,281662,168705,5072,853,303,6517,3.69
POST-0169,22/12/2025,x ,short,influencer campaign,South Africa,Cape Town,-33.7347,18.6565,18-24,Positive,351867,71589,31906,5364,4375,3558,58.17
POST-0242,11-Feb-2025,facebook,SHORT,influencer campaign, CANADA,Toronto,43.3752,-79.5515,45-54,Positive,411693,166045,39723,5985,1725,11819,28.57
POST-0238,2025-04-09,IG,Live Stream,Promo,ghana,Accra,5.4904,0.0441,35-44,Negative,501140,348930,7956,1170,234,6811,2.68
POST-0556,2025-11-01,Twitter,Video,Influencer,Australia,Sydney,-33.6354,151.3093,25-34,Neutral,331244,97807,28053,5819,1140,2771,35.8
POST-0489,01/08/2025,Twitter,Video ,Community,DE,Berlin,52.5854,,25-34,Positive,220777,144546,3977,348,396,6390,3.27
POST-0136,07/10/2025, Insta,Reel,Influencer Campaign,Australia,Sydney,-33.8945,150.9815,18-24,Positive,447588,337571,29086,6322,4234,14113,11.74
POST-0403,2025-09-29,tiktok,short,Education,ghana,Accra,5.4856,-0.0056,25-34,Neutral,562337,89135,9642,400,1356,6145,12.79
POST-0674,14-Jan-2025, Facebook,Carousel,customer education,france,Paris,48.6105,2.4692,55+,Negative,382495,262147,25764,3509,,7508,12.55
POST-0041,04-Feb-2025,YT,SHORT,Customer Education,AUS,Sydney,-33.7777,151.1022,18-24,Neutral,520977,180569,20005,1002,1820,7022,12.64
POST-0747,2025-07-09,LinkedIn,video,Launch,GH,Accra,5.6871,-0.05,18-24,Positive,326425,247584,15110,2847,2352,2675,8.2
POST-0490,06-Dec-2025,IG,Short,Influencer,Canada,Toronto,43.7704,-79.4184,55+,Neutral,513607,251859,60188,8888,7029,6772,30.22
POST-0972,03/20/2025,Instagram ,Live,Promo,NIGERIA,Lagos,6.7798,3.5221,35-44,Negative,569433,166034,13238,598,,7770,8.93
POST-1000,01/05/2025,X,short,Promo,Nigeria,Lagos,6.692,3.1565,45-54,Positive,375682,194114,16198,3132,1048,10082,10.5
POST-0754,11-Apr-2025,facebook,LIVE STREAM,Community,Germany,Berlin,52.2696,13.6718,18-24,Positive,,134826,11935,2533,543,6533,11.13
POST-0786,25/12/2025,FB,Video ,Customer Education,ghana,Accra,5.4437,-0.1281,25-34,Negative,323333,213241,13218,2623,387,16762,7.61
POST-0557,12/28/2025,TikTok,SHORT,Product Launch,NIGERIA,Lagos,6.7926,3.2955,45-54,Neutral,824404,321476,43806,4700,5284,12864,16.73
POST-0379,2025-07-17,YT,live stream,Influencer,U.K.,London,51.4096,0.1079,45-54,Negative,774231,227326,,906,805,7901,3.34
POST-0216,11-Aug-2025,Linked In,Video ,Education,USA,New York,40.7267,-74.1287,18-24,Negative,243189,149269,4075,539,636,7996,3.52
POST-0572,12/30/2025,FB,short,Community Engagement,,Mumbai,19.2314,73.0798,25-34,Positive,408544,85205,39169,7148,2457,4064,57.24
POST-0431,07/09/2025, Insta,Video,Community Engagement,United Kingdom,London,51.6221,0.1575,18-24,Neutral,429604,219425,39401,8080,2462,6479,22.76
POST-0092,2025-01-07,linkedin,Video ,brand awareness,NIGERIA,Lagos,6.2979,3.6446,45-54,Negative,234880,169414,22123,4797,847,5576,16.39
POST-0599,2025-06-07,YouTube,VID,Brand Awareness,germany,Berlin,52.3936,13.6458,45-54,Negative,640650,177345,22596,1840,1610,11160,14.69
POST-0606,11/27/2025,linkedin,SHORT,Promo,America,New York,40.5362,-73.8515,25-34,Negative,198599,107044,9299,779,741,6075,10.11
POST-0391,2025-10-28,TikTok ,Live,Brand Awareness,germany,Berlin,52.6378,13.1881,35-44,Positive,710349,186162,8677,993,369,14610,5.39
POST-0912,2025-10-06,TikTok,Short,Product Launch,Canada,Toronto,43.6669,-79.666,55+,Positive,567955,270594,35666,6867,3497,16742,17.01
POST-0471,2025-05-10,TikTok,VID,Brand Awareness,france,Paris,48.928,2.2293,35-44,Neutral,999886,822277,84533,7361,10368,43813,12.44
POST-0905,08/14/2025,Facebook,Text,Awareness, CANADA,Toronto,,-79.2229,35-44,Neutral,500656,423863,18222,1930,2661,9696,5.38
POST-0261,28/08/2025,Tik Tok,Short,Education,SA,Cape Town,-34.1434,18.4448,35-44,Positive,1046782,255850,64632,8875,3494,19397,30.1
POST-0745,2025-12-22,youtube,Short,Product Launch ,USA,New York,40.429,-73.7365,55+,Neutral,875320,417014,33125,1706,4940,26040,9.54
POST-0064,07/03/2025,twitter,video,influencer campaign,South Africa,Cape Town,-34.0805,18.1645,18-24,Positive,305826,140066,28948,5098,4544,8254,27.55
POST-0205,02/02/2025,tiktok,Live,Seasonal Promo,germany,Berlin,52.6152,13.2106,45-54,Positive,778208,227528,25805,1778,2997,5207,13.44
POST-0083,19/12/2025,instagram,Text Post ,Brand Awareness , CANADA,Toronto,43.7612,-79.6776,45-54,Negative,636042,243679,29180,5771,964,2724,14.74
POST-0037,21-Mar-2025,LINKEDIN,Carousel,Influencer,canada,Toronto,43.5638,-79.5744,18-24,Positive,224241,120886,16872,1791,2138,7923,17.21
POST-0853,29/08/2025,Twitter,SHORT,Customer Education,south africa,Cape Town,-34.2119,18.4661,45-54,Positive,274798,77372,27634,5213,934,501,43.66
POST-0984,06/18/2025,TIKTOK,reel,seasonal promotion,France,Paris,48.8134,2.4987,35-44,Neutral,809148,252044,71184,2940,,3704,31.12
POST-0182,16/04/2025,Instagram ,Carousel ,community engagement,USA,New York,40.6913,-73.9301,18-24,Positive,885148,712371,51591,6921,4007,36181,150
POST-0128,11/26/2025,,text post,Product Launch,SA,Cape Town,-33.9173,18.6586,25-34,Negative,231470,148981,3139,231,221,2067,2.41
POST-0677,15/04/2025,YT,LIVE STREAM,Community, CANADA,Toronto,43.7826,-79.3235,35-44,Positive,557203,257399,,2896,1458,6376,7.1
